zip_code	MSA_number	MSA_name
68947	99027	NE NONMETROPOLITAN AREA
68948	99027	NE NONMETROPOLITAN AREA
68949	99027	NE NONMETROPOLITAN AREA
68950	99027	NE NONMETROPOLITAN AREA
68952	99027	NE NONMETROPOLITAN AREA
68954	99027	NE NONMETROPOLITAN AREA
68955	99027	NE NONMETROPOLITAN AREA
68956	99027	NE NONMETROPOLITAN AREA
68957	99027	NE NONMETROPOLITAN AREA
68958	99027	NE NONMETROPOLITAN AREA
68959	99027	NE NONMETROPOLITAN AREA
68960	99027	NE NONMETROPOLITAN AREA
68961	99027	NE NONMETROPOLITAN AREA
68963	99027	NE NONMETROPOLITAN AREA
68964	99027	NE NONMETROPOLITAN AREA
68966	99027	NE NONMETROPOLITAN AREA
68967	99027	NE NONMETROPOLITAN AREA
68969	99027	NE NONMETROPOLITAN AREA
68970	99027	NE NONMETROPOLITAN AREA
68971	99027	NE NONMETROPOLITAN AREA
68972	99027	NE NONMETROPOLITAN AREA
68973	99027	NE NONMETROPOLITAN AREA
68974	99027	NE NONMETROPOLITAN AREA
68975	99027	NE NONMETROPOLITAN AREA
68976	99027	NE NONMETROPOLITAN AREA
68977	99027	NE NONMETROPOLITAN AREA
68978	99027	NE NONMETROPOLITAN AREA
68979	99027	NE NONMETROPOLITAN AREA
68980	99027	NE NONMETROPOLITAN AREA
68981	99027	NE NONMETROPOLITAN AREA
68982	99027	NE NONMETROPOLITAN AREA
69001	99027	NE NONMETROPOLITAN AREA
69020	99027	NE NONMETROPOLITAN AREA
69021	99027	NE NONMETROPOLITAN AREA
69022	99027	NE NONMETROPOLITAN AREA
