zip_code	MSA_number	MSA_name
23512	47260	Virginia Beach-Norfolk-Newport News, VA-NC MSA
23513	47260	Virginia Beach-Norfolk-Newport News, VA-NC MSA
23514	47260	Virginia Beach-Norfolk-Newport News, VA-NC MSA
23515	47260	Virginia Beach-Norfolk-Newport News, VA-NC MSA
23517	47260	Virginia Beach-Norfolk-Newport News, VA-NC MSA
23518	47260	Virginia Beach-Norfolk-Newport News, VA-NC MSA
23519	47260	Virginia Beach-Norfolk-Newport News, VA-NC MSA
23520	47260	Virginia Beach-Norfolk-Newport News, VA-NC MSA
23521	47260	Virginia Beach-Norfolk-Newport News, VA-NC MSA
23523	47260	Virginia Beach-Norfolk-Newport News, VA-NC MSA
23529	47260	Virginia Beach-Norfolk-Newport News, VA-NC MSA
23530	47260	Virginia Beach-Norfolk-Newport News, VA-NC MSA
23541	47260	Virginia Beach-Norfolk-Newport News, VA-NC MSA
23551	47260	Virginia Beach-Norfolk-Newport News, VA-NC MSA
23601	47260	Virginia Beach-Norfolk-Newport News, VA-NC MSA
23602	47260	Virginia Beach-Norfolk-Newport News, VA-NC MSA
23603	47260	Virginia Beach-Norfolk-Newport News, VA-NC MSA
23604	47260	Virginia Beach-Norfolk-Newport News, VA-NC MSA
23605	47260	Virginia Beach-Norfolk-Newport News, VA-NC MSA
23606	47260	Virginia Beach-Norfolk-Newport News, VA-NC MSA
23607	47260	Virginia Beach-Norfolk-Newport News, VA-NC MSA
23608	47260	Virginia Beach-Norfolk-Newport News, VA-NC MSA
23609	47260	Virginia Beach-Norfolk-Newport News, VA-NC MSA
23612	47260	Virginia Beach-Norfolk-Newport News, VA-NC MSA
23628	47260	Virginia Beach-Norfolk-Newport News, VA-NC MSA
23630	47260	Virginia Beach-Norfolk-Newport News, VA-NC MSA
23631	47260	Virginia Beach-Norfolk-Newport News, VA-NC MSA
23651	47260	Virginia Beach-Norfolk-Newport News, VA-NC MSA
23653	47260	Virginia Beach-Norfolk-Newport News, VA-NC MSA
23661	47260	Virginia Beach-Norfolk-Newport News, VA-NC MSA
23662	47260	Virginia Beach-Norfolk-Newport News, VA-NC MSA
23663	47260	Virginia Beach-Norfolk-Newport News, VA-NC MSA
23664	47260	Virginia Beach-Norfolk-Newport News, VA-NC MSA
23665	47260	Virginia Beach-Norfolk-Newport News, VA-NC MSA
23666	47260	Virginia Beach-Norfolk-Newport News, VA-NC MSA
23667	47260	Virginia Beach-Norfolk-Newport News, VA-NC MSA
23668	47260	Virginia Beach-Norfolk-Newport News, VA-NC MSA
23669	47260	Virginia Beach-Norfolk-Newport News, VA-NC MSA
23670	47260	Virginia Beach-Norfolk-Newport News, VA-NC MSA
23681	47260	Virginia Beach-Norfolk-Newport News, VA-NC MSA
23690	47260	Virginia Beach-Norfolk-Newport News, VA-NC MSA
23691	47260	Virginia Beach-Norfolk-Newport News, VA-NC MSA
23692	47260	Virginia Beach-Norfolk-Newport News, VA-NC MSA
23693	47260	Virginia Beach-Norfolk-Newport News, VA-NC MSA
23694	47260	Virginia Beach-Norfolk-Newport News, VA-NC MSA
23696	47260	Virginia Beach-Norfolk-Newport News, VA-NC MSA
23701	47260	Virginia Beach-Norfolk-Newport News, VA-NC MSA
23702	47260	Virginia Beach-Norfolk-Newport News, VA-NC MSA
23703	47260	Virginia Beach-Norfolk-Newport News, VA-NC MSA
23704	47260	Virginia Beach-Norfolk-Newport News, VA-NC MSA
23705	47260	Virginia Beach-Norfolk-Newport News, VA-NC MSA
23707	47260	Virginia Beach-Norfolk-Newport News, VA-NC MSA
23708	47260	Virginia Beach-Norfolk-Newport News, VA-NC MSA
23709	47260	Virginia Beach-Norfolk-Newport News, VA-NC MSA
23801	40060	Richmond, VA MSA
23803	40060	Richmond, VA MSA
23804	40060	Richmond, VA MSA
23805	40060	Richmond, VA MSA
23806	40060	 Virginia State University VA
23821	99044	VA NONMETROPOLITAN AREA
23822	40060	Richmond, VA MSA
23824	99044	VA NONMETROPOLITAN AREA
23825	13980	Blacksburg-Christiansburg-Radford, VA MSA
23827	99044	VA NONMETROPOLITAN AREA
23828	99044	VA NONMETROPOLITAN AREA
23829	99044	VA NONMETROPOLITAN AREA
23830	40060	Richmond, VA MSA
23831	40060	Richmond, VA MSA
23832	40060	Richmond, VA MSA
23833	40060	Richmond, VA MSA
23834	40060	Richmond, VA MSA
23836	40060	Richmond, VA MSA
23837	99044	VA NONMETROPOLITAN AREA
23838	40060	Richmond, VA MSA
23839	47260	Virginia Beach-Norfolk-Newport News, VA-NC MSA
23840	40060	Richmond, VA MSA
23841	40060	Richmond, VA MSA
23842	40060	Richmond, VA MSA
23843	99044	VA NONMETROPOLITAN AREA
23844	99044	VA NONMETROPOLITAN AREA
23845	99044	VA NONMETROPOLITAN AREA
23846	47260	Virginia Beach-Norfolk-Newport News, VA-NC MSA
23847	99044	VA NONMETROPOLITAN AREA
23850	40060	Richmond, VA MSA
23851	99044	VA NONMETROPOLITAN AREA
23856	99044	VA NONMETROPOLITAN AREA
23857	99044	VA NONMETROPOLITAN AREA
23860	40060	Richmond, VA MSA
23866	99044	VA NONMETROPOLITAN AREA
23867	40060	Richmond, VA MSA
23868	99044	VA NONMETROPOLITAN AREA
23870	99044	VA NONMETROPOLITAN AREA
23872	40060	Richmond, VA MSA
23873	99044	VA NONMETROPOLITAN AREA
23874	99044	VA NONMETROPOLITAN AREA
23875	40060	Richmond, VA MSA
23876	99044	VA NONMETROPOLITAN AREA
23878	99044	VA NONMETROPOLITAN AREA
23879	99044	VA NONMETROPOLITAN AREA
23881	47260	Virginia Beach-Norfolk-Newport News, VA-NC MSA
23882	40060	Richmond, VA MSA
23883	47260	Virginia Beach-Norfolk-Newport News, VA-NC MSA
23884	40060	Richmond, VA MSA
23885	40060	Richmond, VA MSA
23887	99044	VA NONMETROPOLITAN AREA
23888	40060	Richmond, VA MSA
23889	99044	VA NONMETROPOLITAN AREA
23890	40060	Richmond, VA MSA
23891	40060	Richmond, VA MSA
23893	99044	VA NONMETROPOLITAN AREA
23894	40060	Richmond, VA MSA
23897	40060	Richmond, VA MSA
23898	47260	Virginia Beach-Norfolk-Newport News, VA-NC MSA
23899	47260	Virginia Beach-Norfolk-Newport News, VA-NC MSA
23901	99044	VA NONMETROPOLITAN AREA
23909	99044	VA NONMETROPOLITAN AREA
23915	99044	VA NONMETROPOLITAN AREA
23917	99044	VA NONMETROPOLITAN AREA
23919	99044	VA NONMETROPOLITAN AREA
23920	99044	VA NONMETROPOLITAN AREA
23921	99044	VA NONMETROPOLITAN AREA
23922	99044	VA NONMETROPOLITAN AREA
23923	99044	VA NONMETROPOLITAN AREA
23924	99044	VA NONMETROPOLITAN AREA
23927	99044	VA NONMETROPOLITAN AREA
23930	99044	VA NONMETROPOLITAN AREA
23934	99044	VA NONMETROPOLITAN AREA
23936	99044	VA NONMETROPOLITAN AREA
23937	99044	VA NONMETROPOLITAN AREA
23938	99044	VA NONMETROPOLITAN AREA
23939	31340	Lynchburg, VA MSA
23941	99044	VA NONMETROPOLITAN AREA
23942	99044	VA NONMETROPOLITAN AREA
23943	99044	VA NONMETROPOLITAN AREA
23944	99044	VA NONMETROPOLITAN AREA
23947	99044	VA NONMETROPOLITAN AREA
23950	99044	VA NONMETROPOLITAN AREA
23952	99044	VA NONMETROPOLITAN AREA
23954	99044	VA NONMETROPOLITAN AREA
23955	99044	VA NONMETROPOLITAN AREA
23958	31340	Lynchburg, VA MSA
23959	99044	VA NONMETROPOLITAN AREA
23960	99044	VA NONMETROPOLITAN AREA
23962	99044	VA NONMETROPOLITAN AREA
23963	99044	VA NONMETROPOLITAN AREA
23964	99044	VA NONMETROPOLITAN AREA
23966	99044	VA NONMETROPOLITAN AREA
23967	99044	VA NONMETROPOLITAN AREA
23968	99044	VA NONMETROPOLITAN AREA
23970	99044	VA NONMETROPOLITAN AREA
23974	99044	VA NONMETROPOLITAN AREA
23976	99044	VA NONMETROPOLITAN AREA
24001	40220	Roanoke, VA MSA
24002	40220	Roanoke, VA MSA
24003	40220	Roanoke, VA MSA
24004	40220	Roanoke, VA MSA
24005	40220	Roanoke, VA MSA
24006	40220	Roanoke, VA MSA
24007	40220	Roanoke, VA MSA
24008	40220	Roanoke, VA MSA
24009	40220	Roanoke, VA MSA
24010	40220	Roanoke, VA MSA
24011	40220	Roanoke, VA MSA
24012	40220	Roanoke, VA MSA
24013	40220	Roanoke, VA MSA
24014	40220	Roanoke, VA MSA
24015	40220	Roanoke, VA MSA
24016	40220	Roanoke, VA MSA
24017	40220	Roanoke, VA MSA
24018	40220	Roanoke, VA MSA
24019	40220	Roanoke, VA MSA
24020	40220	Roanoke, VA MSA
24022	40220	Roanoke, VA MSA
24023	13980	Blacksburg-Christiansburg-Radford, VA MSA
24024	40220	Roanoke, VA MSA
24025	40220	Roanoke, VA MSA
24026	40220	Roanoke, VA MSA
24027	40220	Roanoke, VA MSA
24028	40220	Roanoke, VA MSA
24029	40220	Roanoke, VA MSA
24030	40220	Roanoke, VA MSA
24031	40220	Roanoke, VA MSA
24032	40220	Roanoke, VA MSA
24033	40220	Roanoke, VA MSA
24034	40220	Roanoke, VA MSA
24035	40220	Roanoke, VA MSA
24036	40220	Roanoke, VA MSA
24037	40220	Roanoke, VA MSA
24038	40220	Roanoke, VA MSA
24040	40220	Roanoke, VA MSA
24042	40220	Roanoke, VA MSA
24043	40220	Roanoke, VA MSA
24044	40220	Roanoke, VA MSA
24045	40220	Roanoke, VA MSA
24048	40220	Roanoke, VA MSA
24050	40220	Roanoke, VA MSA
24053	99044	VA NONMETROPOLITAN AREA
24054	99044	VA NONMETROPOLITAN AREA
24055	99044	VA NONMETROPOLITAN AREA
24058	13980	Blacksburg-Christiansburg-Radford, VA MSA
24059	40220	Roanoke, VA MSA
24060	13980	Blacksburg-Christiansburg-Radford, VA MSA
24061	13980	Blacksburg-Christiansburg-Radford, VA MSA
24062	13980	Blacksburg-Christiansburg-Radford, VA MSA
24063	13980	Blacksburg-Christiansburg-Radford, VA MSA
24064	40220	Roanoke, VA MSA
24065	40220	Roanoke, VA MSA
24066	40220	Roanoke, VA MSA
24067	40220	Roanoke, VA MSA
24068	13980	Blacksburg-Christiansburg-Radford, VA MSA
24069	19260	Danville, VA MSA
24070	40220	Roanoke, VA MSA
24072	99044	VA NONMETROPOLITAN AREA
24073	13980	Blacksburg-Christiansburg-Radford, VA MSA
24076	99044	VA NONMETROPOLITAN AREA
24077	40220	Roanoke, VA MSA
24078	99044	VA NONMETROPOLITAN AREA
24079	99044	VA NONMETROPOLITAN AREA
24082	99044	VA NONMETROPOLITAN AREA
24083	40220	Roanoke, VA MSA
24084	13980	Blacksburg-Christiansburg-Radford, VA MSA
24085	40220	Roanoke, VA MSA
24086	13980	Blacksburg-Christiansburg-Radford, VA MSA
24087	40220	Roanoke, VA MSA
24088	40220	Roanoke, VA MSA
24089	99044	VA NONMETROPOLITAN AREA
24090	40220	Roanoke, VA MSA
24091	99044	VA NONMETROPOLITAN AREA
24092	40220	Roanoke, VA MSA
24093	13980	Blacksburg-Christiansburg-Radford, VA MSA
24094	13980	Blacksburg-Christiansburg-Radford, VA MSA
24095	31340	Lynchburg, VA MSA
24101	31340	Lynchburg, VA MSA
24102	40220	Roanoke, VA MSA
24104	31340	Lynchburg, VA MSA
24105	99044	VA NONMETROPOLITAN AREA
24111	13980	Blacksburg-Christiansburg-Radford, VA MSA
24112	99044	VA NONMETROPOLITAN AREA
24113	99044	VA NONMETROPOLITAN AREA
24114	99044	VA NONMETROPOLITAN AREA
24115	99044	VA NONMETROPOLITAN AREA
24120	99044	VA NONMETROPOLITAN AREA
24121	31340	Lynchburg, VA MSA
24122	31340	Lynchburg, VA MSA
24124	13980	Blacksburg-Christiansburg-Radford, VA MSA
24126	13980	Blacksburg-Christiansburg-Radford, VA MSA
24127	40220	Roanoke, VA MSA
24128	13980	Blacksburg-Christiansburg-Radford, VA MSA
24129	13980	Blacksburg-Christiansburg-Radford, VA MSA
24130	40220	Roanoke, VA MSA
24131	40220	Roanoke, VA MSA
24132	13980	Blacksburg-Christiansburg-Radford, VA MSA
24133	99044	VA NONMETROPOLITAN AREA
24134	13980	Blacksburg-Christiansburg-Radford, VA MSA
24136	13980	Blacksburg-Christiansburg-Radford, VA MSA
24137	40220	Roanoke, VA MSA
24138	13980	Blacksburg-Christiansburg-Radford, VA MSA
24139	19260	Danville, VA MSA
24141	13980	Blacksburg-Christiansburg-Radford, VA MSA
24142	13980	Blacksburg-Christiansburg-Radford, VA MSA
24143	13980	Blacksburg-Christiansburg-Radford, VA MSA
24146	40220	Roanoke, VA MSA
24147	13980	Blacksburg-Christiansburg-Radford, VA MSA
24148	99044	VA NONMETROPOLITAN AREA
24149	13980	Blacksburg-Christiansburg-Radford, VA MSA
24150	13980	Blacksburg-Christiansburg-Radford, VA MSA
24151	40220	Roanoke, VA MSA
24153	40220	Roanoke, VA MSA
24155	40220	Roanoke, VA MSA
24156	40220	Roanoke, VA MSA
24157	40220	Roanoke, VA MSA
24161	19260	Danville, VA MSA
24162	13980	Blacksburg-Christiansburg-Radford, VA MSA
24165	99044	VA NONMETROPOLITAN AREA
24167	13980	Blacksburg-Christiansburg-Radford, VA MSA
24168	99044	VA NONMETROPOLITAN AREA
24171	99044	VA NONMETROPOLITAN AREA
24174	31340	Lynchburg, VA MSA
24175	40220	Roanoke, VA MSA
24176	40220	Roanoke, VA MSA
24177	99044	VA NONMETROPOLITAN AREA
24178	31340	Lynchburg, VA MSA
24179	40220	Roanoke, VA MSA
24184	40220	Roanoke, VA MSA
24185	99044	VA NONMETROPOLITAN AREA
24201	28700	Kingsport-Bristol-Bristol, TN-VA MSA
24202	28700	Kingsport-Bristol-Bristol, TN-VA MSA
24203	28700	Kingsport-Bristol-Bristol, TN-VA MSA
24205	28700	Kingsport-Bristol-Bristol, TN-VA MSA
24209	28700	Kingsport-Bristol-Bristol, TN-VA MSA
24210	28700	Kingsport-Bristol-Bristol, TN-VA MSA
24211	28700	Kingsport-Bristol-Bristol, TN-VA MSA
24212	28700	Kingsport-Bristol-Bristol, TN-VA MSA
24215	99044	VA NONMETROPOLITAN AREA
24216	99044	VA NONMETROPOLITAN AREA
24217	99044	VA NONMETROPOLITAN AREA
24218	99044	VA NONMETROPOLITAN AREA
24219	99044	VA NONMETROPOLITAN AREA
24220	99044	VA NONMETROPOLITAN AREA
24221	99044	VA NONMETROPOLITAN AREA
24224	99044	VA NONMETROPOLITAN AREA
24225	99044	VA NONMETROPOLITAN AREA
24226	99044	VA NONMETROPOLITAN AREA
24228	99044	VA NONMETROPOLITAN AREA
24230	99044	VA NONMETROPOLITAN AREA
24236	28700	Kingsport-Bristol-Bristol, TN-VA MSA
24237	99044	VA NONMETROPOLITAN AREA
24239	99044	VA NONMETROPOLITAN AREA
24243	99044	VA NONMETROPOLITAN AREA
24244	28700	Kingsport-Bristol-Bristol, TN-VA MSA
24245	28700	Kingsport-Bristol-Bristol, TN-VA MSA
24246	99044	VA NONMETROPOLITAN AREA
24248	99044	VA NONMETROPOLITAN AREA
24250	28700	Kingsport-Bristol-Bristol, TN-VA MSA
24251	28700	Kingsport-Bristol-Bristol, TN-VA MSA
24256	99044	VA NONMETROPOLITAN AREA
24258	28700	Kingsport-Bristol-Bristol, TN-VA MSA
24260	99044	VA NONMETROPOLITAN AREA
24263	99044	VA NONMETROPOLITAN AREA
24265	99044	VA NONMETROPOLITAN AREA
24266	99044	VA NONMETROPOLITAN AREA
24269	99044	VA NONMETROPOLITAN AREA
24270	28700	Kingsport-Bristol-Bristol, TN-VA MSA
24271	28700	Kingsport-Bristol-Bristol, TN-VA MSA
24272	99044	VA NONMETROPOLITAN AREA
24273	99044	VA NONMETROPOLITAN AREA
24277	99044	VA NONMETROPOLITAN AREA
24279	99044	VA NONMETROPOLITAN AREA
24280	99044	VA NONMETROPOLITAN AREA
24281	99044	VA NONMETROPOLITAN AREA
24282	99044	VA NONMETROPOLITAN AREA
24283	99044	VA NONMETROPOLITAN AREA
24285	99044	VA NONMETROPOLITAN AREA
24289	99044	VA NONMETROPOLITAN AREA
24290	28700	Kingsport-Bristol-Bristol, TN-VA MSA
24292	99044	VA NONMETROPOLITAN AREA
24293	99044	VA NONMETROPOLITAN AREA
24301	13980	Blacksburg-Christiansburg-Radford, VA MSA
24311	99044	VA NONMETROPOLITAN AREA
24312	99044	VA NONMETROPOLITAN AREA
24313	99044	VA NONMETROPOLITAN AREA
24314	99044	VA NONMETROPOLITAN AREA
24315	99044	VA NONMETROPOLITAN AREA
24316	99044	VA NONMETROPOLITAN AREA
24317	99044	VA NONMETROPOLITAN AREA
24318	99044	VA NONMETROPOLITAN AREA
24319	99044	VA NONMETROPOLITAN AREA
24322	99044	VA NONMETROPOLITAN AREA
24323	99044	VA NONMETROPOLITAN AREA
24324	13980	Blacksburg-Christiansburg-Radford, VA MSA
24325	99044	VA NONMETROPOLITAN AREA
24326	99044	VA NONMETROPOLITAN AREA
24327	28700	Kingsport-Bristol-Bristol, TN-VA MSA
24328	99044	VA NONMETROPOLITAN AREA
24330	99044	VA NONMETROPOLITAN AREA
24333	99044	VA NONMETROPOLITAN AREA
24340	28700	Kingsport-Bristol-Bristol, TN-VA MSA
24343	99044	VA NONMETROPOLITAN AREA
24347	13980	Blacksburg-Christiansburg-Radford, VA MSA
24348	99044	VA NONMETROPOLITAN AREA
24350	99044	VA NONMETROPOLITAN AREA
24351	99044	VA NONMETROPOLITAN AREA
24352	99044	VA NONMETROPOLITAN AREA
24354	99044	VA NONMETROPOLITAN AREA
24360	99044	VA NONMETROPOLITAN AREA
24361	28700	Kingsport-Bristol-Bristol, TN-VA MSA
24363	99044	VA NONMETROPOLITAN AREA
24366	99044	VA NONMETROPOLITAN AREA
24368	99044	VA NONMETROPOLITAN AREA
24370	99044	VA NONMETROPOLITAN AREA
24373	99044	VA NONMETROPOLITAN AREA
24374	99044	VA NONMETROPOLITAN AREA
24375	99044	VA NONMETROPOLITAN AREA
24377	99044	VA NONMETROPOLITAN AREA
24378	99044	VA NONMETROPOLITAN AREA
24379	99044	VA NONMETROPOLITAN AREA
24380	99044	VA NONMETROPOLITAN AREA
24381	99044	VA NONMETROPOLITAN AREA
24382	99044	VA NONMETROPOLITAN AREA
24401	99044	VA NONMETROPOLITAN AREA
24402	99044	VA NONMETROPOLITAN AREA
24407	99044	VA NONMETROPOLITAN AREA
24411	99044	VA NONMETROPOLITAN AREA
24412	99044	VA NONMETROPOLITAN AREA
24413	99044	VA NONMETROPOLITAN AREA
24415	99044	VA NONMETROPOLITAN AREA
24416	99044	VA NONMETROPOLITAN AREA
24421	99044	VA NONMETROPOLITAN AREA
24422	99044	VA NONMETROPOLITAN AREA
24426	99044	VA NONMETROPOLITAN AREA
24430	99044	VA NONMETROPOLITAN AREA
24431	99044	VA NONMETROPOLITAN AREA
24432	99044	VA NONMETROPOLITAN AREA
24433	99044	VA NONMETROPOLITAN AREA
24435	99044	VA NONMETROPOLITAN AREA
24437	99044	VA NONMETROPOLITAN AREA
24438	40220	Roanoke, VA MSA
24439	99044	VA NONMETROPOLITAN AREA
24440	99044	VA NONMETROPOLITAN AREA
24441	25500	Harrisonburg, VA MSA
24442	99044	VA NONMETROPOLITAN AREA
24445	99044	VA NONMETROPOLITAN AREA
24448	99044	VA NONMETROPOLITAN AREA
24450	99044	VA NONMETROPOLITAN AREA
24457	99044	VA NONMETROPOLITAN AREA
24458	99044	VA NONMETROPOLITAN AREA
24459	99044	VA NONMETROPOLITAN AREA
24460	99044	VA NONMETROPOLITAN AREA
24463	99044	VA NONMETROPOLITAN AREA
24464	16820	Charlottesville, VA MSA
24465	99044	VA NONMETROPOLITAN AREA
24467	99044	VA NONMETROPOLITAN AREA
24468	99044	VA NONMETROPOLITAN AREA
24469	99044	VA NONMETROPOLITAN AREA
24471	25500	Harrisonburg, VA MSA
24472	99044	VA NONMETROPOLITAN AREA
24473	99044	VA NONMETROPOLITAN AREA
24474	99044	VA NONMETROPOLITAN AREA
24476	99044	VA NONMETROPOLITAN AREA
24477	99044	VA NONMETROPOLITAN AREA
24479	99044	VA NONMETROPOLITAN AREA
24482	99044	VA NONMETROPOLITAN AREA
24483	99044	VA NONMETROPOLITAN AREA
24484	99044	VA NONMETROPOLITAN AREA
24485	99044	VA NONMETROPOLITAN AREA
24486	99044	VA NONMETROPOLITAN AREA
24487	99044	VA NONMETROPOLITAN AREA
24501	31340	Lynchburg, VA MSA
24502	31340	Lynchburg, VA MSA
24503	31340	Lynchburg, VA MSA
24504	31340	Lynchburg, VA MSA
24505	31340	Lynchburg, VA MSA
24506	31340	Lynchburg, VA MSA
24512	31340	Lynchburg, VA MSA
24513	31340	Lynchburg, VA MSA
24514	31340	Lynchburg, VA MSA
24515	31340	Lynchburg, VA MSA
24517	31340	Lynchburg, VA MSA
24520	99044	VA NONMETROPOLITAN AREA
24521	31340	Lynchburg, VA MSA
24522	31340	Lynchburg, VA MSA
24523	31340	Lynchburg, VA MSA
24526	31340	Lynchburg, VA MSA
24527	19260	Danville, VA MSA
24528	31340	Lynchburg, VA MSA
24529	99044	VA NONMETROPOLITAN AREA
24530	19260	Danville, VA MSA
24531	19260	Danville, VA MSA
24533	31340	Lynchburg, VA MSA
24534	99044	VA NONMETROPOLITAN AREA
24535	99044	VA NONMETROPOLITAN AREA
24536	31340	Lynchburg, VA MSA
24538	31340	Lynchburg, VA MSA
24539	99044	VA NONMETROPOLITAN AREA
24540	19260	Danville, VA MSA
24541	19260	Danville, VA MSA
24543	19260	Danville, VA MSA
24544	19260	Danville, VA MSA
24549	19260	Danville, VA MSA
24550	31340	Lynchburg, VA MSA
24551	31340	Lynchburg, VA MSA
24553	16820	Charlottesville, VA MSA
24554	31340	Lynchburg, VA MSA
24555	99044	VA NONMETROPOLITAN AREA
24556	31340	Lynchburg, VA MSA
24557	19260	Danville, VA MSA
24558	99044	VA NONMETROPOLITAN AREA
24562	16820	Charlottesville, VA MSA
24563	19260	Danville, VA MSA
24565	19260	Danville, VA MSA
24566	19260	Danville, VA MSA
24569	31340	Lynchburg, VA MSA
24570	31340	Lynchburg, VA MSA
24571	31340	Lynchburg, VA MSA
24572	31340	Lynchburg, VA MSA
24574	31340	Lynchburg, VA MSA
24576	31340	Lynchburg, VA MSA
24577	99044	VA NONMETROPOLITAN AREA
24578	99044	VA NONMETROPOLITAN AREA
24579	99044	VA NONMETROPOLITAN AREA
24580	99044	VA NONMETROPOLITAN AREA
24581	16820	Charlottesville, VA MSA
24585	99044	VA NONMETROPOLITAN AREA
24586	19260	Danville, VA MSA
24588	31340	Lynchburg, VA MSA
24589	99044	VA NONMETROPOLITAN AREA
24590	16820	Charlottesville, VA MSA
24592	99044	VA NONMETROPOLITAN AREA
24593	31340	Lynchburg, VA MSA
24594	19260	Danville, VA MSA
24595	31340	Lynchburg, VA MSA
24597	99044	VA NONMETROPOLITAN AREA
24598	99044	VA NONMETROPOLITAN AREA
24599	16820	Charlottesville, VA MSA
24601	99044	VA NONMETROPOLITAN AREA
24602	99044	VA NONMETROPOLITAN AREA
24603	99044	VA NONMETROPOLITAN AREA
24604	99044	VA NONMETROPOLITAN AREA
24605	99044	VA NONMETROPOLITAN AREA
24606	99044	VA NONMETROPOLITAN AREA
24607	99044	VA NONMETROPOLITAN AREA
24608	99044	VA NONMETROPOLITAN AREA
24609	99044	VA NONMETROPOLITAN AREA
24612	99044	VA NONMETROPOLITAN AREA
24613	99044	VA NONMETROPOLITAN AREA
24614	99044	VA NONMETROPOLITAN AREA
24618	99044	VA NONMETROPOLITAN AREA
24619	99044	VA NONMETROPOLITAN AREA
24620	99044	VA NONMETROPOLITAN AREA
24622	99044	VA NONMETROPOLITAN AREA
24624	99044	VA NONMETROPOLITAN AREA
24627	99044	VA NONMETROPOLITAN AREA
24628	99044	VA NONMETROPOLITAN AREA
24630	99044	VA NONMETROPOLITAN AREA
24631	99044	VA NONMETROPOLITAN AREA
24634	99044	VA NONMETROPOLITAN AREA
24635	99044	VA NONMETROPOLITAN AREA
24637	99044	VA NONMETROPOLITAN AREA
24639	99044	VA NONMETROPOLITAN AREA
24640	99044	VA NONMETROPOLITAN AREA
24641	99044	VA NONMETROPOLITAN AREA
24646	99044	VA NONMETROPOLITAN AREA
24647	99044	VA NONMETROPOLITAN AREA
24649	99044	VA NONMETROPOLITAN AREA
24651	99044	VA NONMETROPOLITAN AREA
24656	99044	VA NONMETROPOLITAN AREA
24657	99044	VA NONMETROPOLITAN AREA
24658	99044	VA NONMETROPOLITAN AREA
24701	99046	WV NONMETROPOLITAN AREA
24712	99046	WV NONMETROPOLITAN AREA
24714	99046	WV NONMETROPOLITAN AREA
24715	99046	WV NONMETROPOLITAN AREA
24716	99046	WV NONMETROPOLITAN AREA
24719	99046	WV NONMETROPOLITAN AREA
24724	99046	WV NONMETROPOLITAN AREA
24726	99046	WV NONMETROPOLITAN AREA
24729	99046	WV NONMETROPOLITAN AREA
24731	99046	WV NONMETROPOLITAN AREA
24732	99046	WV NONMETROPOLITAN AREA
24733	99046	WV NONMETROPOLITAN AREA
24736	99046	WV NONMETROPOLITAN AREA
24737	99046	WV NONMETROPOLITAN AREA
24738	99046	WV NONMETROPOLITAN AREA
24739	99046	WV NONMETROPOLITAN AREA
24740	99046	WV NONMETROPOLITAN AREA
24747	99046	WV NONMETROPOLITAN AREA
24751	99046	WV NONMETROPOLITAN AREA
24801	99046	WV NONMETROPOLITAN AREA
24808	99046	WV NONMETROPOLITAN AREA
24811	99046	WV NONMETROPOLITAN AREA
24813	99046	WV NONMETROPOLITAN AREA
24815	99046	WV NONMETROPOLITAN AREA
24816	99046	WV NONMETROPOLITAN AREA
24817	99046	WV NONMETROPOLITAN AREA
24818	99046	WV NONMETROPOLITAN AREA
24820	99046	WV NONMETROPOLITAN AREA
24821	99046	WV NONMETROPOLITAN AREA
24822	99046	WV NONMETROPOLITAN AREA
24823	99046	WV NONMETROPOLITAN AREA
24824	99046	WV NONMETROPOLITAN AREA
24825	99046	WV NONMETROPOLITAN AREA
24826	99046	WV NONMETROPOLITAN AREA
24827	99046	WV NONMETROPOLITAN AREA
24828	99046	WV NONMETROPOLITAN AREA
24829	99046	WV NONMETROPOLITAN AREA
24830	99046	WV NONMETROPOLITAN AREA
24831	99046	WV NONMETROPOLITAN AREA
24832	99046	WV NONMETROPOLITAN AREA
24834	99046	WV NONMETROPOLITAN AREA
24836	99046	WV NONMETROPOLITAN AREA
24839	99046	WV NONMETROPOLITAN AREA
24841	99046	WV NONMETROPOLITAN AREA
24842	99046	WV NONMETROPOLITAN AREA
24843	99046	WV NONMETROPOLITAN AREA
24844	99046	WV NONMETROPOLITAN AREA
24845	99046	WV NONMETROPOLITAN AREA
24846	99046	WV NONMETROPOLITAN AREA
24847	99046	WV NONMETROPOLITAN AREA
24848	99046	WV NONMETROPOLITAN AREA
24849	99046	WV NONMETROPOLITAN AREA
24850	99046	WV NONMETROPOLITAN AREA
24851	99046	WV NONMETROPOLITAN AREA
24852	99046	WV NONMETROPOLITAN AREA
24853	99046	WV NONMETROPOLITAN AREA
24854	99046	WV NONMETROPOLITAN AREA
24855	99046	WV NONMETROPOLITAN AREA
24856	99046	WV NONMETROPOLITAN AREA
24857	99046	WV NONMETROPOLITAN AREA
24859	99046	WV NONMETROPOLITAN AREA
24860	99046	WV NONMETROPOLITAN AREA
24861	99046	WV NONMETROPOLITAN AREA
24862	99046	WV NONMETROPOLITAN AREA
24866	99046	WV NONMETROPOLITAN AREA
24867	99046	WV NONMETROPOLITAN AREA
24868	99046	WV NONMETROPOLITAN AREA
24869	99046	WV NONMETROPOLITAN AREA
24870	99046	WV NONMETROPOLITAN AREA
24871	99046	WV NONMETROPOLITAN AREA
24872	99046	WV NONMETROPOLITAN AREA
